Ewe/V	<I>/mA	time/s	cycle number	(Q-Qo)/C	I Range	Rcmp/Ohm	
-9.3089156E-002	-7.201191154447009E-005	1.507309961922147E+001	1.000000000000000E+000	-9.7527854E-006	14	0.0000000E+000
-9.2594869E-002	-6.671211021484942E-005	1.507809961909516E+001	1.000000000000000E+000	-9.7531192E-006	14	0.0000000E+000
-9.2092685E-002	-6.093452095905856E-005	1.508309961896884E+001	1.000000000000000E+000	-9.7534230E-006	14	0.0000000E+000
-9.1627501E-002	-5.001405591607183E-005	1.508799961884506E+001	1.000000000000000E+000	-9.7536822E-006	14	0.0000000E+000
-9.1083378E-002	-3.918889316910723E-005	1.509299961871875E+001	1.000000000000000E+000	-9.7538923E-006	14	0.0000000E+000
-9.0594426E-002	-3.761948392396028E-005	1.509799961859244E+001	1.000000000000000E+000	-9.7540706E-006	14	0.0000000E+000
-9.0098083E-002	-3.575327629108763E-005	1.510299961846613E+001	1.000000000000000E+000	-9.7542334E-006	14	0.0000000E+000
-8.9586526E-002	-2.648593938723488E-005	1.510799961833982E+001	1.000000000000000E+000	-9.7543707E-006	14	0.0000000E+000
-8.9059785E-002	-1.677123460633556E-005	1.511299961821351E+001	1.000000000000000E+000	-9.7544598E-006	14	0.0000000E+000
-8.8646382E-002	-1.093227737754401E-005	1.511799961808720E+001	1.000000000000000E+000	-9.7545108E-006	14	0.0000000E+000
-8.8122241E-002	-9.103712538704984E-006	1.512299961796089E+001	1.000000000000000E+000	-9.7545471E-006	14	0.0000000E+000
-8.7667145E-002	-1.677970773156107E-006	1.512799961783458E+001	1.000000000000000E+000	-9.7545599E-006	14	0.0000000E+000
-8.7139539E-002	8.224945626658935E-006	1.513299961770826E+001	1.000000000000000E+000	-9.7545335E-006	14	0.0000000E+000
-8.6644500E-002	1.175032673351630E-005	1.513799961758195E+001	1.000000000000000E+000	-9.7544716E-006	14	0.0000000E+000
-8.6157702E-002	1.219769477697507E-005	1.514299961745564E+001	1.000000000000000E+000	-9.7543962E-006	14	0.0000000E+000
-8.5632257E-002	2.104372246333500E-005	1.514799961732933E+001	1.000000000000000E+000	-9.7542961E-006	14	0.0000000E+000
-8.5106820E-002	3.110155438661058E-005	1.515299961720302E+001	1.000000000000000E+000	-9.7541570E-006	14	0.0000000E+000
-8.4641740E-002	3.244945132637041E-005	1.515799961707671E+001	1.000000000000000E+000	-9.7539832E-006	14	0.0000000E+000
-8.4133230E-002	3.502797245890185E-005	1.516299961695040E+001	1.000000000000000E+000	-9.7537968E-006	14	0.0000000E+000
-8.3625600E-002	3.867641812020531E-005	1.516799961682409E+001	1.000000000000000E+000	-9.7535949E-006	14	0.0000000E+000
-8.3117962E-002	5.498872443674644E-005	1.517299961669778E+001	1.000000000000000E+000	-9.7533439E-006	14	0.0000000E+000
-8.2639724E-002	5.468222458103900E-005	1.517789961657400E+001	1.000000000000000E+000	-9.7530628E-006	14	0.0000000E+000
-8.2118452E-002	5.377653793111107E-005	1.518289961644768E+001	1.000000000000000E+000	-9.7527773E-006	14	0.0000000E+000
-8.1618339E-002	6.253708020193232E-005	1.518789961632137E+001	1.000000000000000E+000	-9.7524753E-006	14	0.0000000E+000
-8.1149802E-002	6.963580893333868E-005	1.519289961619506E+001	1.000000000000000E+000	-9.7521315E-006	14	0.0000000E+000
-8.0627263E-002	7.075476399126339E-005	1.519789961606875E+001	1.000000000000000E+000	-9.7517614E-006	14	0.0000000E+000
-8.0151670E-002	7.104973627253047E-005	1.520289961594244E+001	1.000000000000000E+000	-9.7513957E-006	14	0.0000000E+000
-7.9652816E-002	8.027697793792151E-005	1.520789961581613E+001	1.000000000000000E+000	-9.7509992E-006	14	0.0000000E+000
-7.9146065E-002	8.957345372713780E-005	1.521289961568982E+001	1.000000000000000E+000	-9.7505635E-006	14	0.0000000E+000
-7.8634329E-002	9.003322785276963E-005	1.521789961556351E+001	1.000000000000000E+000	-9.7501015E-006	14	0.0000000E+000
-7.8140453E-002	8.875916046483076E-005	1.522289961543720E+001	1.000000000000000E+000	-9.7496386E-006	14	0.0000000E+000
-7.7615842E-002	9.953881629683019E-005	1.522789961531089E+001	1.000000000000000E+000	-9.7491511E-006	14	0.0000000E+000
-7.7100374E-002	1.050657417055309E-004	1.523289961518458E+001	1.000000000000000E+000	-9.7486272E-006	14	0.0000000E+000
-7.6645128E-002	1.076027741980260E-004	1.523789961505827E+001	1.000000000000000E+000	-9.7480806E-006	14	0.0000000E+000
-7.6127991E-002	1.067968030494998E-004	1.524289961493196E+001	1.000000000000000E+000	-9.7475258E-006	14	0.0000000E+000
-7.5649492E-002	1.134399107108356E-004	1.524789961480565E+001	1.000000000000000E+000	-9.7469583E-006	14	0.0000000E+000
-7.5133599E-002	1.220675068645469E-004	1.525289961467934E+001	1.000000000000000E+000	-9.7463535E-006	14	0.0000000E+000
-7.4658781E-002	1.219043555819743E-004	1.525779961455555E+001	1.000000000000000E+000	-9.7457423E-006	14	0.0000000E+000
-7.4136823E-002	1.256498034339611E-004	1.526279961442924E+001	1.000000000000000E+000	-9.7451029E-006	14	0.0000000E+000
-7.3626146E-002	1.301104616273235E-004	1.526779961430293E+001	1.000000000000000E+000	-9.7444472E-006	14	0.0000000E+000
-7.3128931E-002	1.381457284320611E-004	1.527279961417662E+001	1.000000000000000E+000	-9.7437678E-006	14	0.0000000E+000
-7.2629102E-002	1.405331260131835E-004	1.527779961405031E+001	1.000000000000000E+000	-9.7430529E-006	14	0.0000000E+000
-7.2115816E-002	1.391779947436014E-004	1.528279961392400E+001	1.000000000000000E+000	-9.7423390E-006	14	0.0000000E+000
-7.1636416E-002	1.442858199903249E-004	1.528779961379769E+001	1.000000000000000E+000	-9.7416169E-006	14	0.0000000E+000
-7.1133979E-002	1.548735425674602E-004	1.529279961367138E+001	1.000000000000000E+000	-9.7408511E-006	14	0.0000000E+000
-7.0649356E-002	1.556249422171941E-004	1.529779961354507E+001	1.000000000000000E+000	-9.7400598E-006	14	0.0000000E+000
-7.0144325E-002	1.535415684243580E-004	1.530279961341876E+001	1.000000000000000E+000	-9.7392740E-006	14	0.0000000E+000
-6.9673605E-002	1.607501383566828E-004	1.530779961329245E+001	1.000000000000000E+000	-9.7384745E-006	14	0.0000000E+000
-6.9141217E-002	1.686551128366116E-004	1.531279961316613E+001	1.000000000000000E+000	-9.7376360E-006	14	0.0000000E+000
-6.8655290E-002	1.673245905093081E-004	1.531779961303982E+001	1.000000000000000E+000	-9.7367783E-006	14	0.0000000E+000
-6.8178043E-002	1.674389488745089E-004	1.532279961291351E+001	1.000000000000000E+000	-9.7359207E-006	14	0.0000000E+000
-6.7677796E-002	1.737499009974194E-004	1.532779961278720E+001	1.000000000000000E+000	-9.7350503E-006	14	0.0000000E+000
-6.7173630E-002	1.830041986259159E-004	1.533279961266089E+001	1.000000000000000E+000	-9.7341508E-006	14	0.0000000E+000
-6.6652536E-002	1.827233330635120E-004	1.533779961253458E+001	1.000000000000000E+000	-9.7332231E-006	14	0.0000000E+000
-6.6154011E-002	1.830635646239325E-004	1.534279961240827E+001	1.000000000000000E+000	-9.7322854E-006	14	0.0000000E+000
-6.5591231E-002	1.903358406423199E-004	1.534779961228196E+001	1.000000000000000E+000	-9.7313341E-006	14	0.0000000E+000
-6.5165587E-002	1.958881812366481E-004	1.535269961215818E+001	1.000000000000000E+000	-9.7303755E-006	14	0.0000000E+000
-6.4666726E-002	1.998433060288849E-004	1.535769961203187E+001	1.000000000000000E+000	-9.7293714E-006	14	0.0000000E+000
-6.4114287E-002	1.962454710055884E-004	1.536269961190555E+001	1.000000000000000E+000	-9.7283628E-006	14	0.0000000E+000
-6.3654467E-002	1.998973075536055E-004	1.536769961177924E+001	1.000000000000000E+000	-9.7273569E-006	14	0.0000000E+000
-6.3112423E-002	2.120285727187374E-004	1.537269961165293E+001	1.000000000000000E+000	-9.7263128E-006	14	0.0000000E+000
-6.2676691E-002	2.108362141667467E-004	1.537769961152662E+001	1.000000000000000E+000	-9.7252414E-006	14	0.0000000E+000
-6.2168691E-002	2.091370152000941E-004	1.538269961140031E+001	1.000000000000000E+000	-9.7241764E-006	14	0.0000000E+000
-6.1638687E-002	2.140629127349871E-004	1.538769961127400E+001	1.000000000000000E+000	-9.7231023E-006	14	0.0000000E+000
-6.1159763E-002	2.226794352815850E-004	1.539269961114769E+001	1.000000000000000E+000	-9.7219963E-006	14	0.0000000E+000
-6.0642216E-002	2.229328586721480E-004	1.539769961102138E+001	1.000000000000000E+000	-9.7208676E-006	14	0.0000000E+000
-6.0176585E-002	2.221587305568738E-004	1.540269961089507E+001	1.000000000000000E+000	-9.7197390E-006	14	0.0000000E+000
-5.9654463E-002	2.266401083350356E-004	1.540769961076876E+001	1.000000000000000E+000	-9.7185975E-006	14	0.0000000E+000
-5.9175964E-002	2.361027643127791E-004	1.541269961064245E+001	1.000000000000000E+000	-9.7174225E-006	14	0.0000000E+000
-5.8646780E-002	2.345725078325621E-004	1.541769961051614E+001	1.000000000000000E+000	-9.7162283E-006	14	0.0000000E+000
-5.8155812E-002	2.355931404785551E-004	1.542269961038983E+001	1.000000000000000E+000	-9.7150332E-006	14	0.0000000E+000
-5.7637442E-002	2.400218767626902E-004	1.542769961026352E+001	1.000000000000000E+000	-9.7138318E-006	14	0.0000000E+000
-5.7162449E-002	2.516818037980265E-004	1.543259961013973E+001	1.000000000000000E+000	-9.7126167E-006	14	0.0000000E+000
-5.6632664E-002	2.497301735528180E-004	1.543759961001342E+001	1.000000000000000E+000	-9.7113534E-006	14	0.0000000E+000
-5.6150645E-002	2.474107945793311E-004	1.544259960988711E+001	1.000000000000000E+000	-9.7100938E-006	14	0.0000000E+000
-5.5615652E-002	2.522073216446388E-004	1.544759960976080E+001	1.000000000000000E+000	-9.7088305E-006	14	0.0000000E+000
-5.5155780E-002	2.593377425212530E-004	1.545259960963449E+001	1.000000000000000E+000	-9.7075344E-006	14	0.0000000E+000
-5.4638594E-002	2.606436413750343E-004	1.545759960950818E+001	1.000000000000000E+000	-9.7062257E-006	14	0.0000000E+000
-5.4133557E-002	2.600037095031775E-004	1.546259960938187E+001	1.000000000000000E+000	-9.7049078E-006	14	0.0000000E+000
-5.3630266E-002	2.647148385170276E-004	1.546759960925556E+001	1.000000000000000E+000	-9.7035836E-006	14	0.0000000E+000
-5.3163446E-002	2.705248377284615E-004	1.547259960912925E+001	1.000000000000000E+000	-9.7022312E-006	14	0.0000000E+000
-5.2633233E-002	2.743542680692904E-004	1.547759960900294E+001	1.000000000000000E+000	-9.7008533E-006	14	0.0000000E+000
-5.2174225E-002	2.710692165521786E-004	1.548259960887663E+001	1.000000000000000E+000	-9.6994754E-006	14	0.0000000E+000
-5.1653128E-002	2.728239365462125E-004	1.548759960875032E+001	1.000000000000000E+000	-9.6980993E-006	14	0.0000000E+000
-5.1133767E-002	2.849188240180551E-004	1.549259960862400E+001	1.000000000000000E+000	-9.6966887E-006	14	0.0000000E+000
-5.0676934E-002	2.837519082122117E-004	1.549759960849769E+001	1.000000000000000E+000	-9.6952563E-006	14	0.0000000E+000
-5.0138898E-002	2.805537319571540E-004	1.550259960837138E+001	1.000000000000000E+000	-9.6938247E-006	14	0.0000000E+000
-4.9660794E-002	2.868574269350365E-004	1.550759960824507E+001	1.000000000000000E+000	-9.6923859E-006	14	0.0000000E+000
-4.9171828E-002	2.932653794377156E-004	1.551259960811876E+001	1.000000000000000E+000	-9.6909216E-006	14	0.0000000E+000
-4.8654202E-002	2.964982994213158E-004	1.551759960799245E+001	1.000000000000000E+000	-9.6894291E-006	14	0.0000000E+000
-4.8159964E-002	2.945363933962572E-004	1.552249960786867E+001	1.000000000000000E+000	-9.6879630E-006	14	0.0000000E+000
-4.7660697E-002	2.969169472907124E-004	1.552749960774236E+001	1.000000000000000E+000	-9.6864669E-006	14	0.0000000E+000
-4.7194239E-002	3.074819358012673E-004	1.553249960761605E+001	1.000000000000000E+000	-9.6849399E-006	14	0.0000000E+000
-4.6695791E-002	3.059793712450105E-004	1.553749960748974E+001	1.000000000000000E+000	-9.6833955E-006	14	0.0000000E+000
-4.6200257E-002	3.042164621868564E-004	1.554249960736342E+001	1.000000000000000E+000	-9.6818530E-006	14	0.0000000E+000
-4.5680217E-002	3.106463036947798E-004	1.554749960723711E+001	1.000000000000000E+000	-9.6802978E-006	14	0.0000000E+000
-4.5168065E-002	3.165900959580222E-004	1.555249960711080E+001	1.000000000000000E+000	-9.6787126E-006	14	0.0000000E+000
-4.4671699E-002	3.157204108674714E-004	1.555749960698449E+001	1.000000000000000E+000	-9.6771173E-006	14	0.0000000E+000
-4.4158719E-002	3.146319066554113E-004	1.556249960685818E+001	1.000000000000000E+000	-9.6755266E-006	14	0.0000000E+000
-4.3706797E-002	3.198320087389951E-004	1.556749960673187E+001	1.000000000000000E+000	-9.6739213E-006	14	0.0000000E+000
-4.3181777E-002	3.272741759464345E-004	1.557249960660556E+001	1.000000000000000E+000	-9.6722888E-006	14	0.0000000E+000
-4.2718224E-002	3.270761509532398E-004	1.557749960647925E+001	1.000000000000000E+000	-9.6706399E-006	14	0.0000000E+000
-4.2182397E-002	3.239976480689738E-004	1.558249960635294E+001	1.000000000000000E+000	-9.6689946E-006	14	0.0000000E+000
-4.1677725E-002	3.303942557384134E-004	1.558749960622663E+001	1.000000000000000E+000	-9.6673384E-006	14	0.0000000E+000
-4.1187588E-002	3.385717788225284E-004	1.559249960610032E+001	1.000000000000000E+000	-9.6656540E-006	14	0.0000000E+000
-4.0679596E-002	3.386229903635067E-004	1.559749960597401E+001	1.000000000000000E+000	-9.6639460E-006	14	0.0000000E+000
-4.0174086E-002	3.351456517847247E-004	1.560249960584770E+001	1.000000000000000E+000	-9.6622498E-006	14	0.0000000E+000
-3.9705630E-002	3.428262940742993E-004	1.560739960572391E+001	1.000000000000000E+000	-9.6605745E-006	14	0.0000000E+000
-3.9125472E-002	3.492154295320869E-004	1.561239960559760E+001	1.000000000000000E+000	-9.6588274E-006	14	0.0000000E+000
-3.8659092E-002	3.476532304231029E-004	1.561739960547129E+001	1.000000000000000E+000	-9.6570711E-006	14	0.0000000E+000
-3.8144507E-002	3.480050445690813E-004	1.562239960534498E+001	1.000000000000000E+000	-9.6553204E-006	14	0.0000000E+000
-3.7670303E-002	3.534255831864775E-004	1.562739960521867E+001	1.000000000000000E+000	-9.6535541E-006	14	0.0000000E+000
-3.7153546E-002	3.571029848062203E-004	1.563239960509236E+001	1.000000000000000E+000	-9.6517679E-006	14	0.0000000E+000
-3.6679782E-002	3.598306292980687E-004	1.563739960496605E+001	1.000000000000000E+000	-9.6499662E-006	14	0.0000000E+000
-3.6182132E-002	3.578268830582701E-004	1.564239960483974E+001	1.000000000000000E+000	-9.6481554E-006	14	0.0000000E+000
-3.5621952E-002	3.601969385882021E-004	1.564739960471343E+001	1.000000000000000E+000	-9.6463464E-006	14	0.0000000E+000
-3.5233736E-002	3.684233037326776E-004	1.565239960458712E+001	1.000000000000000E+000	-9.6445137E-006	14	0.0000000E+000
-3.4640551E-002	3.682032464408544E-004	1.565739960446081E+001	1.000000000000000E+000	-9.6426593E-006	14	0.0000000E+000
-3.4151148E-002	3.676921787029067E-004	1.566239960433450E+001	1.000000000000000E+000	-9.6408030E-006	14	0.0000000E+000
-3.3723410E-002	3.716157042958921E-004	1.566739960420819E+001	1.000000000000000E+000	-9.6389431E-006	14	0.0000000E+000
-3.3149339E-002	3.758982643117562E-004	1.567239960408187E+001	1.000000000000000E+000	-9.6370604E-006	14	0.0000000E+000
-3.2690339E-002	3.787649005640890E-004	1.567739960395556E+001	1.000000000000000E+000	-9.6351496E-006	14	0.0000000E+000
-3.2194424E-002	3.761313615200379E-004	1.568239960382925E+001	1.000000000000000E+000	-9.6332469E-006	14	0.0000000E+000
-3.1659864E-002	3.798203315609912E-004	1.568739960370294E+001	1.000000000000000E+000	-9.6313415E-006	14	0.0000000E+000
-3.1214757E-002	3.918660052539234E-004	1.569239960357663E+001	1.000000000000000E+000	-9.6293925E-006	14	0.0000000E+000
-3.0680837E-002	3.872131307280547E-004	1.569729960345285E+001	1.000000000000000E+000	-9.6274762E-006	14	0.0000000E+000
-3.0151654E-002	3.862617556883970E-004	1.570229960332654E+001	1.000000000000000E+000	-9.6255289E-006	14	0.0000000E+000
-2.9673981E-002	3.922539816387702E-004	1.570729960320023E+001	1.000000000000000E+000	-9.6235690E-006	14	0.0000000E+000
-2.9195476E-002	3.968198061161474E-004	1.571229960307392E+001	1.000000000000000E+000	-9.6215826E-006	14	0.0000000E+000
-2.8700355E-002	3.975648728110981E-004	1.571729960294761E+001	1.000000000000000E+000	-9.6195863E-006	14	0.0000000E+000
-2.8175747E-002	3.961744670475490E-004	1.572229960282129E+001	1.000000000000000E+000	-9.6175891E-006	14	0.0000000E+000
-2.7681457E-002	4.011128402819117E-004	1.572729960269498E+001	1.000000000000000E+000	-9.6155809E-006	14	0.0000000E+000
-2.7195476E-002	4.071327769096314E-004	1.573229960256867E+001	1.000000000000000E+000	-9.6135464E-006	14	0.0000000E+000
-2.6680004E-002	4.050001132327465E-004	1.573729960244236E+001	1.000000000000000E+000	-9.6115027E-006	14	0.0000000E+000
-2.6147915E-002	4.076770179064796E-004	1.574229960231605E+001	1.000000000000000E+000	-9.6094600E-006	14	0.0000000E+000
-2.5689764E-002	4.081353871964425E-004	1.574729960218974E+001	1.000000000000000E+000	-9.6074054E-006	14	0.0000000E+000
-2.5226628E-002	4.153615314447506E-004	1.575229960206343E+001	1.000000000000000E+000	-9.6053291E-006	14	0.0000000E+000
-2.4715308E-002	4.175011322924719E-004	1.575729960193712E+001	1.000000000000000E+000	-9.6032345E-006	14	0.0000000E+000
-2.4200253E-002	4.142979969796933E-004	1.576229960181081E+001	1.000000000000000E+000	-9.6011408E-006	14	0.0000000E+000
-2.3685608E-002	4.193858914396022E-004	1.576729960168450E+001	1.000000000000000E+000	-9.5990408E-006	14	0.0000000E+000
-2.3208352E-002	4.250250112571193E-004	1.577229960155819E+001	1.000000000000000E+000	-9.5969162E-006	14	0.0000000E+000
-2.2739517E-002	4.245861612678873E-004	1.577719960143440E+001	1.000000000000000E+000	-9.5948244E-006	14	0.0000000E+000
-2.2191493E-002	4.238014586545359E-004	1.578219960130809E+001	1.000000000000000E+000	-9.5926780E-006	14	0.0000000E+000
-2.1695580E-002	4.287109514031994E-004	1.578719960118178E+001	1.000000000000000E+000	-9.5905343E-006	14	0.0000000E+000
-2.1218773E-002	4.346049065485549E-004	1.579219960105547E+001	1.000000000000000E+000	-9.5883606E-006	14	0.0000000E+000
-2.0715915E-002	4.345556893616213E-004	1.579719960092916E+001	1.000000000000000E+000	-9.5861697E-006	14	0.0000000E+000
-2.0180920E-002	4.326127190407447E-004	1.580219960080285E+001	1.000000000000000E+000	-9.5839850E-006	14	0.0000000E+000
-1.9711062E-002	4.354851701061134E-004	1.580719960067654E+001	1.000000000000000E+000	-9.5817995E-006	14	0.0000000E+000
-1.9185621E-002	4.446135263006835E-004	1.581219960055023E+001	1.000000000000000E+000	-9.5795885E-006	14	0.0000000E+000
-1.8698391E-002	4.436420417991103E-004	1.581719960042392E+001	1.000000000000000E+000	-9.5773548E-006	14	0.0000000E+000
-1.8172953E-002	4.399458177059314E-004	1.582219960029761E+001	1.000000000000000E+000	-9.5751293E-006	14	0.0000000E+000
-1.7670527E-002	4.467461255847596E-004	1.582719960017130E+001	1.000000000000000E+000	-9.5728956E-006	14	0.0000000E+000
-1.7185902E-002	4.517873630850936E-004	1.583219960004499E+001	1.000000000000000E+000	-9.5706364E-006	14	0.0000000E+000
-1.6653514E-002	4.512516533943470E-004	1.583719959991868E+001	1.000000000000000E+000	-9.5683654E-006	14	0.0000000E+000
-1.6177142E-002	4.498863869871056E-004	1.584219959979237E+001	1.000000000000000E+000	-9.5660944E-006	14	0.0000000E+000
-1.5709456E-002	4.538417442332011E-004	1.584719959966606E+001	1.000000000000000E+000	-9.5638234E-006	14	0.0000000E+000
-1.5203554E-002	4.602656503607267E-004	1.585219959953974E+001	1.000000000000000E+000	-9.5615187E-006	14	0.0000000E+000
-1.4736302E-002	4.601251809607382E-004	1.585719959941343E+001	1.000000000000000E+000	-9.5591986E-006	14	0.0000000E+000
-1.4199570E-002	4.603973995513529E-004	1.586219959928712E+001	1.000000000000000E+000	-9.5568848E-006	14	0.0000000E+000
-1.3684117E-002	4.658222707896375E-004	1.586719959916081E+001	1.000000000000000E+000	-9.5545565E-006	14	0.0000000E+000
-1.3201288E-002	4.693498055886539E-004	1.587209959903703E+001	1.000000000000000E+000	-9.5522519E-006	14	0.0000000E+000
-1.2676677E-002	4.709340769542669E-004	1.587709959891072E+001	1.000000000000000E+000	-9.5498872E-006	14	0.0000000E+000
-1.2198588E-002	4.680646660319889E-004	1.588209959878441E+001	1.000000000000000E+000	-9.5475270E-006	14	0.0000000E+000
-1.1732129E-002	4.706861910296119E-004	1.588709959865810E+001	1.000000000000000E+000	-9.5451669E-006	14	0.0000000E+000
-1.1197133E-002	4.792320974492340E-004	1.589209959853179E+001	1.000000000000000E+000	-9.5427740E-006	14	0.0000000E+000
-1.0712399E-002	4.765676391314090E-004	1.589709959840548E+001	1.000000000000000E+000	-9.5403702E-006	14	0.0000000E+000
-1.0230571E-002	4.770426353784192E-004	1.590209959827916E+001	1.000000000000000E+000	-9.5379710E-006	14	0.0000000E+000
-9.7138518E-003	4.790229844947261E-004	1.590709959815285E+001	1.000000000000000E+000	-9.5355681E-006	14	0.0000000E+000
-9.2025334E-003	4.867877990749458E-004	1.591209959802654E+001	1.000000000000000E+000	-9.5331434E-006	14	0.0000000E+000
-8.7551810E-003	4.872669651327377E-004	1.591709959790023E+001	1.000000000000000E+000	-9.5306950E-006	14	0.0000000E+000
-8.2118781E-003	4.859305953953921E-004	1.592209959777392E+001	1.000000000000000E+000	-9.5282494E-006	14	0.0000000E+000
-7.7092829E-003	4.881103380522190E-004	1.592709959764761E+001	1.000000000000000E+000	-9.5258010E-006	14	0.0000000E+000
-7.2727292E-003	4.940097728797846E-004	1.593209959752130E+001	1.000000000000000E+000	-9.5233308E-006	14	0.0000000E+000
-6.7402283E-003	4.955137245934058E-004	1.593709959739499E+001	1.000000000000000E+000	-9.5208434E-006	14	0.0000000E+000
-6.2309853E-003	4.931054610423143E-004	1.594209959726868E+001	1.000000000000000E+000	-9.5183614E-006	14	0.0000000E+000
-5.7499879E-003	4.957256063611889E-004	1.594709959714237E+001	1.000000000000000E+000	-9.5158721E-006	14	0.0000000E+000
-5.2405768E-003	5.068585092493035E-004	1.595199959701858E+001	1.000000000000000E+000	-9.5134028E-006	14	0.0000000E+000
-4.7511780E-003	5.052731921285757E-004	1.595699959689227E+001	1.000000000000000E+000	-9.5108635E-006	14	0.0000000E+000
-4.2739380E-003	5.006286829091731E-004	1.596199959676596E+001	1.000000000000000E+000	-9.5083360E-006	14	0.0000000E+000
-3.7515366E-003	5.044450366385300E-004	1.596699959663965E+001	1.000000000000000E+000	-9.5058085E-006	14	0.0000000E+000
-3.2365164E-003	5.125093171820750E-004	1.597199959651334E+001	1.000000000000000E+000	-9.5032510E-006	14	0.0000000E+000
-2.7518948E-003	5.102565270931336E-004	1.597699959638703E+001	1.000000000000000E+000	-9.5006826E-006	14	0.0000000E+000
-2.2290586E-003	5.073869777706139E-004	1.598199959626072E+001	1.000000000000000E+000	-9.4981187E-006	14	0.0000000E+000
-1.7500817E-003	5.139730052715931E-004	1.598699959613441E+001	1.000000000000000E+000	-9.4955476E-006	14	0.0000000E+000
-1.2372335E-003	5.191662508743592E-004	1.599199959600810E+001	1.000000000000000E+000	-9.4929501E-006	14	0.0000000E+000
-7.2351674E-004	5.323325042509578E-004	1.599699959588179E+001	1.000000000000000E+000	-9.4903116E-006	14	0.0000000E+000
